speed_kmh,iso,distance_m,axis,frame,bew_px,mtf50_cy_px,n_roi
60,400,4.5,H,frame_000173.png,7.97,0.0624,1
60,400,4.5,H,frame_000174.png,8.65,0.0603,1
60,400,4.5,V,frame_000116.png,7.12,0.0736,2
60,400,4.5,V,frame_000117.png,7.27,0.06989999999999999,2
60,400,4.5,V,frame_000118.png,7.17,0.069,2
60,400,4.5,V,frame_000119.png,7.415,0.06659999999999999,2
60,400,4.5,V,frame_000120.png,7.51,0.0648,2
60,400,4.5,V,frame_000121.png,7.875,0.062200000000000005,2
60,400,5.5,H,frame_000101.png,5.12,0.1051,2
60,400,5.5,H,frame_000102.png,4.875,0.10955,2
60,400,5.5,H,frame_000103.png,4.495,0.1123,2
60,400,5.5,H,frame_000104.png,4.405,0.119,2
60,400,5.5,H,frame_000105.png,4.145,0.1279,2
60,400,5.5,H,frame_000106.png,4.3149999999999995,0.1175,2
60,400,5.5,H,frame_000107.png,4.495,0.1118,2
60,400,5.5,H,frame_000153.png,4.94,0.1006,1
60,400,5.5,H,frame_000154.png,4.47,0.1128,1
60,400,5.5,H,frame_000155.png,4.44,0.117,1
60,400,5.5,H,frame_000156.png,4.06,0.1221,1
60,400,5.5,H,frame_000157.png,4.11,0.1241,1
60,400,5.5,H,frame_000158.png,4.4,0.1185,1
60,400,5.5,V,frame_000101.png,3.865,0.13955,2
60,400,5.5,V,frame_000102.png,3.9800000000000004,0.13555,2
60,400,5.5,V,frame_000103.png,4.05,0.1305,2
60,400,5.5,V,frame_000104.png,4.125,0.13185,2
60,400,5.5,V,frame_000105.png,3.915,0.1377,2
60,400,5.5,V,frame_000106.png,3.9699999999999998,0.1371,2
60,400,5.5,V,frame_000107.png,3.99,0.13655,2
60,400,5.5,V,frame_000153.png,3.925,0.13790000000000002,2
60,400,5.5,V,frame_000154.png,4.1850000000000005,0.132,2
60,400,5.5,V,frame_000155.png,4.165,0.12425,2
60,400,5.5,V,frame_000156.png,4.140000000000001,0.12895,2
60,400,5.5,V,frame_000157.png,4.02,0.13665,2
60,400,5.5,V,frame_000158.png,3.885,0.137,2
60,400,6.5,H,frame_000105.png,5.035,0.10344999999999999,2
60,400,6.5,H,frame_000106.png,4.5649999999999995,0.11135,2
60,400,6.5,H,frame_000107.png,4.285,0.11735,2
60,400,6.5,H,frame_000108.png,4.33,0.12104999999999999,2
60,400,6.5,H,frame_000109.png,4.65,0.1131,2
60,400,6.5,H,frame_000110.png,4.85,0.1074,2
60,400,6.5,H,frame_000159.png,4.905,0.1095,2
60,400,6.5,H,frame_000160.png,4.415,0.1127,2
60,400,6.5,H,frame_000161.png,4.205,0.1195,2
60,400,6.5,H,frame_000162.png,4.245,0.12384999999999999,2
60,400,6.5,H,frame_000163.png,4.72,0.11574999999999999,2
60,400,6.5,H,frame_000164.png,5.27,0.1005,2
60,400,6.5,V,frame_000105.png,3.725,0.14179999999999998,2
60,400,6.5,V,frame_000106.png,3.8600000000000003,0.14205,2
60,400,6.5,V,frame_000107.png,3.83,0.14024999999999999,2
60,400,6.5,V,frame_000108.png,3.725,0.1439,2
60,400,6.5,V,frame_000109.png,3.675,0.13145,2
60,400,6.5,V,frame_000110.png,3.75,0.1356,2
60,400,6.5,V,frame_000159.png,3.8499999999999996,0.1454,2
60,400,6.5,V,frame_000160.png,3.98,0.1414,2
60,400,6.5,V,frame_000161.png,3.87,0.14335,2
60,400,6.5,V,frame_000162.png,4.025,0.13195,2
60,400,6.5,V,frame_000163.png,3.825,0.1313,2
60,400,6.5,V,frame_000164.png,3.985,0.1274,2
60,800,2.5,H,frame_000098.png,6.135,0.08605,2
60,800,2.5,H,frame_000099.png,4.635,0.1143,2
60,800,2.5,H,frame_000100.png,3.21,0.1613,2
60,800,2.5,H,frame_000101.png,2.9299999999999997,0.17425000000000002,2
60,800,2.5,H,frame_000102.png,3.95,0.1273,2
60,800,2.5,H,frame_000103.png,4.305,0.11945,2
60,800,2.5,H,frame_000150.png,4.37,0.11925,2
60,800,2.5,H,frame_000151.png,3.0650000000000004,0.17155,2
60,800,2.5,V,frame_000098.png,4.455,0.12655,2
60,800,2.5,V,frame_000099.png,3.785,0.1532,2
60,800,2.5,V,frame_000100.png,3.2350000000000003,0.19225,2
60,800,2.5,V,frame_000101.png,3.165,0.20345000000000002,2
60,800,2.5,V,frame_000102.png,3.41,0.16920000000000002,2
60,800,2.5,V,frame_000103.png,3.77,0.15200000000000002,2
60,800,2.5,V,frame_000150.png,3.89,0.15045,2
60,800,2.5,V,frame_000151.png,3.24,0.19640000000000002,2
60,800,3.5,H,frame_000104.png,5.73,0.09659999999999999,2
60,800,3.5,H,frame_000105.png,4.515000000000001,0.1124,2
60,800,3.5,H,frame_000106.png,3.92,0.1286,2
60,800,3.5,H,frame_000107.png,3.865,0.12995,2
60,800,3.5,H,frame_000108.png,4.07,0.12325,2
60,800,3.5,H,frame_000156.png,4.48,0.1128,1
60,800,3.5,H,frame_000157.png,3.92,0.1276,1
60,800,3.5,H,frame_000158.png,3.86,0.1392,1
60,800,3.5,H,frame_000159.png,4.01,0.1243,1
60,800,3.5,V,frame_000104.png,4.475,0.1291,2
60,800,3.5,V,frame_000105.png,3.965,0.1505,2
60,800,3.5,V,frame_000106.png,3.755,0.15385,2
60,800,3.5,V,frame_000107.png,3.67,0.15945,2
60,800,3.5,V,frame_000108.png,3.715,0.16049999999999998,2
60,800,3.5,V,frame_000156.png,4.32,0.14255,2
60,800,3.5,V,frame_000157.png,4.025,0.15025,2
60,800,3.5,V,frame_000158.png,3.835,0.1523,2
60,800,3.5,V,frame_000159.png,3.81,0.15255000000000002,2
60,800,4.5,H,frame_000100.png,5.08,0.10675,2
60,800,4.5,H,frame_000101.png,4.539999999999999,0.11355,2
60,800,4.5,H,frame_000102.png,4.6850000000000005,0.11649999999999999,2
60,800,4.5,H,frame_000103.png,4.845000000000001,0.1101,2
60,800,4.5,H,frame_000104.png,5.08,0.10214999999999999,2
60,800,4.5,H,frame_000105.png,5.395,0.09459999999999999,2
60,800,4.5,H,frame_000152.png,4.56,0.1109,1
60,800,4.5,H,frame_000153.png,4.39,0.1186,1
60,800,4.5,H,frame_000154.png,4.42,0.121,1
60,800,4.5,H,frame_000155.png,4.69,0.1058,1
60,800,4.5,H,frame_000156.png,5.13,0.1001,1
60,800,4.5,H,frame_000157.png,5.43,0.0893,1
60,800,4.5,V,frame_000100.png,3.955,0.13585,2
60,800,4.5,V,frame_000101.png,4.0649999999999995,0.13865,2
60,800,4.5,V,frame_000102.png,4.115,0.13795000000000002,2
60,800,4.5,V,frame_000103.png,4.245,0.125,2
60,800,4.5,V,frame_000104.png,4.53,0.1196,2
60,800,4.5,V,frame_000105.png,4.75,0.11805,2
60,800,4.5,V,frame_000152.png,3.81,0.1398,1
60,800,4.5,V,frame_000153.png,4.14,0.1389,1
60,800,4.5,V,frame_000154.png,4.23,0.1299,1
60,800,4.5,V,frame_000155.png,4.72,0.1255,1
60,800,4.5,V,frame_000156.png,4.88,0.1116,1
60,800,4.5,V,frame_000157.png,4.7,0.1133,1
60,800,5.5,H,frame_000095.png,5.23,0.1007,2
60,800,5.5,H,frame_000096.png,4.805,0.1115,2
60,800,5.5,H,frame_000097.png,4.895,0.1058,2
60,800,5.5,H,frame_000098.png,4.91,0.1096,2
60,800,5.5,H,frame_000099.png,5.53,0.09435,2
60,800,5.5,H,frame_000100.png,6.43,0.0808,2
60,800,5.5,H,frame_000148.png,5.08,0.099,1
60,800,5.5,H,frame_000149.png,4.89,0.1104,1
60,800,5.5,H,frame_000150.png,4.8,0.1102,1
60,800,5.5,H,frame_000151.png,5.03,0.1054,1
60,800,5.5,H,frame_000152.png,5.92,0.0913,1
60,800,5.5,H,frame_000153.png,6.41,0.0792,1
60,800,5.5,V,frame_000095.png,4.355,0.12619999999999998,2
60,800,5.5,V,frame_000096.png,4.225,0.1264,2
60,800,5.5,V,frame_000097.png,4.43,0.1191,2
60,800,5.5,V,frame_000098.png,4.775,0.1168,2
60,800,5.5,V,frame_000099.png,4.79,0.11085,2
60,800,5.5,V,frame_000100.png,5.145,0.10139999999999999,2
60,800,5.5,V,frame_000148.png,4.475,0.1276,2
60,800,5.5,V,frame_000149.png,4.395,0.12235,2
60,800,5.5,V,frame_000150.png,4.61,0.11410000000000001,2
60,800,5.5,V,frame_000151.png,4.66,0.1159,2
60,800,5.5,V,frame_000152.png,4.8149999999999995,0.10719999999999999,2
60,800,5.5,V,frame_000153.png,5.404999999999999,0.1028,2
60,800,6.5,H,frame_000101.png,6.279999999999999,0.08075,2
60,800,6.5,H,frame_000102.png,6.51,0.08399999999999999,2
60,800,6.5,H,frame_000103.png,6.505000000000001,0.0755,2
60,800,6.5,H,frame_000104.png,6.529999999999999,0.0779,2
60,800,6.5,H,frame_000105.png,5.915,0.08515,2
60,800,6.5,H,frame_000106.png,5.415,0.09670000000000001,2
60,800,6.5,H,frame_000107.png,5.37,0.09179999999999999,2
60,800,6.5,H,frame_000153.png,6.585000000000001,0.07680000000000001,2
60,800,6.5,H,frame_000154.png,6.325,0.0805,2
60,800,6.5,H,frame_000155.png,6.505,0.0781,2
60,800,6.5,H,frame_000156.png,6.265000000000001,0.08445,2
60,800,6.5,H,frame_000157.png,5.71,0.0922,2
60,800,6.5,H,frame_000158.png,5.1850000000000005,0.09839999999999999,2
60,800,6.5,V,frame_000101.png,5.88,0.09029999999999999,2
60,800,6.5,V,frame_000102.png,6.27,0.08080000000000001,2
60,800,6.5,V,frame_000103.png,6.26,0.0791,2
60,800,6.5,V,frame_000104.png,6.505,0.0754,2
60,800,6.5,V,frame_000105.png,6.09,0.0847,2
60,800,6.5,V,frame_000106.png,5.9,0.09455,2
60,800,6.5,V,frame_000107.png,5.33,0.1017,2
60,800,6.5,V,frame_000153.png,5.915,0.08399999999999999,2
60,800,6.5,V,frame_000154.png,6.335,0.0849,2
60,800,6.5,V,frame_000155.png,6.51,0.0785,2
60,800,6.5,V,frame_000156.png,6.09,0.08375,2
60,800,6.5,V,frame_000157.png,5.74,0.08945,2
60,800,6.5,V,frame_000158.png,5.755,0.0934,2
60,1600,2.5,H,frame_000081.png,4.1850000000000005,0.14895,2
60,1600,2.5,H,frame_000082.png,5.135,0.1515,2
60,1600,2.5,H,frame_000083.png,6.18,0.1432,2
60,1600,2.5,H,frame_000085.png,3.76,0.14079999999999998,2
60,1600,2.5,H,frame_000132.png,4.2250000000000005,0.13419999999999999,2
60,1600,2.5,H,frame_000133.png,3.18,0.1835,1
60,1600,2.5,H,frame_000135.png,4.13,0.2243,1
60,1600,2.5,H,frame_000136.png,3.5,0.1544,1
60,1600,2.5,H,frame_000137.png,4.88,0.10544999999999999,2
60,1600,2.5,V,frame_000081.png,3.645,0.1741,2
60,1600,2.5,V,frame_000082.png,5.79,0.14334999999999998,2
60,1600,2.5,V,frame_000083.png,7.225,0.12714999999999999,2
60,1600,2.5,V,frame_000085.png,3.885,0.1772,2
60,1600,2.5,V,frame_000132.png,4.01,0.15795,2
60,1600,2.5,V,frame_000133.png,5.08,0.1402,2
60,1600,2.5,V,frame_000135.png,4.734999999999999,0.16735,2
60,1600,2.5,V,frame_000136.png,3.8449999999999998,0.17635,2
60,1600,2.5,V,frame_000137.png,4.24,0.13175,2
60,1600,3.5,H,frame_000091.png,4.91,0.10795,2
60,1600,3.5,H,frame_000092.png,3.565,0.1522,2
