speed_kmh,shutter_us,illum_lx,iso,axis,frame,bew_px,mtf50_cy_px,n_roi
0,250,15000,1250,H,02.png,3.635,0.14595,2
0,250,15000,1250,H,03.png,3.62,0.14515,2
0,250,15000,1250,H,04.png,3.615,0.15095,2
0,250,15000,1250,H,05.png,3.59,0.15000000000000002,2
0,250,15000,1250,H,06.png,3.615,0.1483,2
0,250,15000,1250,H,07.png,3.575,0.1476,2
0,250,15000,1250,H,08.png,3.62,0.1506,2
0,250,15000,1250,H,09.png,3.615,0.14725,2
0,250,15000,1250,H,10.png,3.615,0.1486,2
0,250,15000,1250,V,01.png,3.045,0.1691,2
0,250,15000,1250,V,02.png,3.055,0.16675,2
0,250,15000,1250,V,03.png,3.0700000000000003,0.17255,2
0,250,15000,1250,V,04.png,3.035,0.16995,2
0,250,15000,1250,V,05.png,3.05,0.17054999999999998,2
0,250,15000,1250,V,06.png,3.085,0.1684,2
0,250,15000,1250,V,07.png,3.055,0.17215,2
0,250,15000,1250,V,08.png,3.085,0.1704,2
0,250,15000,1250,V,09.png,3.0650000000000004,0.16999999999999998,2
0,250,15000,1250,V,10.png,3.0700000000000003,0.17245,2
0,250,40000,1250,H,01.png,3.55,0.1572,2
0,250,40000,1250,H,02.png,3.515,0.15805000000000002,2
0,250,40000,1250,H,03.png,3.535,0.15865,2
0,250,40000,1250,H,04.png,3.525,0.15689999999999998,2
0,250,40000,1250,H,05.png,3.51,0.1573,2
0,250,40000,1250,H,06.png,3.54,0.15889999999999999,2
0,250,40000,1250,H,07.png,3.5250000000000004,0.1573,2
0,250,40000,1250,H,08.png,3.505,0.1581,2
0,250,40000,1250,H,09.png,3.505,0.15994999999999998,2
0,250,40000,1250,H,10.png,3.5,0.15975,2
0,250,40000,1250,V,01.png,3.5999999999999996,0.15785,2
0,250,40000,1250,V,02.png,3.59,0.15685,2
0,250,40000,1250,V,03.png,3.615,0.15605,2
0,250,40000,1250,V,04.png,3.62,0.15435,2
0,250,40000,1250,V,05.png,3.5949999999999998,0.15585,2
0,250,40000,1250,V,06.png,3.56,0.1573,2
0,250,40000,1250,V,07.png,3.6,0.15660000000000002,2
0,250,40000,1250,V,08.png,3.6100000000000003,0.15589999999999998,2
0,250,40000,1250,V,09.png,3.59,0.1573,2
0,250,40000,1250,V,10.png,3.59,0.15694999999999998,2
0,500,15000,640,H,01.png,3.405,0.15589999999999998,2
0,500,15000,640,H,02.png,3.395,0.15710000000000002,2
0,500,15000,640,H,03.png,3.415,0.15789999999999998,2
0,500,15000,640,H,04.png,3.385,0.15735,2
0,500,15000,640,H,05.png,3.3899999999999997,0.15589999999999998,2
0,500,15000,640,H,06.png,3.425,0.15515,2
0,500,15000,640,H,07.png,3.41,0.15710000000000002,2
0,500,15000,640,H,08.png,3.4,0.15560000000000002,2
0,500,15000,640,H,09.png,3.4299999999999997,0.15635,4
0,500,15000,640,H,10.png,3.4,0.1567,2
0,500,15000,640,V,01.png,3.005,0.1762,2
0,500,15000,640,V,02.png,3.0300000000000002,0.17675,2
0,500,15000,640,V,03.png,3.005,0.17375000000000002,2
0,500,15000,640,V,04.png,3.025,0.1752,2
0,500,15000,640,V,05.png,3.045,0.17420000000000002,2
0,500,15000,640,V,06.png,3.025,0.1744,2
0,500,15000,640,V,07.png,2.9850000000000003,0.17465,2
0,500,15000,640,V,08.png,3.01,0.1763,2
0,500,15000,640,V,09.png,3.01,0.1739,4
0,500,15000,640,V,10.png,3.015,0.1739,2
0,500,40000,640,H,01.png,3.2350000000000003,0.16915,2
0,500,40000,640,H,02.png,3.2350000000000003,0.1708,2
