condition,lux,iso,shutter_us,speed_kmh,frame,bew_h,bew_v
40000lx_1600_050us_50,40000,1600,50,50,03.png,1.2215,1.2906
40000lx_1600_050us_50,40000,1600,50,50,04.png,1.1904,1.2752
40000lx_1600_050us_50,40000,1600,50,50,05.png,1.2253,1.2932
40000lx_1600_050us_50,40000,1600,50,50,06.png,1.2292,1.2942
40000lx_1600_050us_50,40000,1600,50,50,07.png,1.1782,1.2866
40000lx_1600_050us_50,40000,1600,50,50,08.png,1.1831,1.2835
40000lx_1600_050us_50,40000,1600,50,50,09.png,1.1874,1.2906
40000lx_1600_050us_50,40000,1600,50,50,10.png,1.1686,1.3046
40000lx_1600_050us_70,40000,1600,50,70,01.png,1.2728,1.3014
40000lx_1600_050us_70,40000,1600,50,70,02.png,1.2623,1.2824
40000lx_1600_050us_70,40000,1600,50,70,03.png,1.2677,1.2993
40000lx_1600_050us_70,40000,1600,50,70,04.png,1.2707,1.2883
40000lx_1600_050us_70,40000,1600,50,70,05.png,1.2587,1.2831
40000lx_1600_050us_70,40000,1600,50,70,06.png,1.2569,1.2745
40000lx_1600_050us_70,40000,1600,50,70,07.png,1.2729,1.3059
40000lx_1600_050us_70,40000,1600,50,70,08.png,1.2569,1.2845
40000lx_1600_050us_70,40000,1600,50,70,09.png,1.2751,1.2808
40000lx_1600_050us_70,40000,1600,50,70,10.png,1.2682,1.2908
40000lx_1600_050us_90,40000,1600,50,90,01.png,1.3934,1.2885
40000lx_1600_050us_90,40000,1600,50,90,02.png,1.3675,1.3029
40000lx_1600_050us_90,40000,1600,50,90,03.png,1.3859,1.2829
40000lx_1600_050us_90,40000,1600,50,90,04.png,1.3784,1.2892
40000lx_1600_050us_90,40000,1600,50,90,05.png,1.3858,1.3163
40000lx_1600_050us_90,40000,1600,50,90,06.png,1.3552,1.2832
40000lx_1600_050us_90,40000,1600,50,90,07.png,1.3618,1.2903
40000lx_1600_050us_90,40000,1600,50,90,08.png,1.3694,1.3079
40000lx_1600_050us_90,40000,1600,50,90,09.png,1.3324,1.3308
40000lx_1600_050us_90,40000,1600,50,90,10.png,1.3722,1.2991
40000lx_1600_100us_00,40000,1600,100,0,01.png,1.1956,1.3915
40000lx_1600_100us_00,40000,1600,100,0,02.png,1.1828,1.3596
40000lx_1600_100us_00,40000,1600,100,0,03.png,1.2154,1.3774
40000lx_1600_100us_00,40000,1600,100,0,04.png,1.2081,1.3769
40000lx_1600_100us_00,40000,1600,100,0,05.png,1.1934,1.3544
40000lx_1600_100us_00,40000,1600,100,0,06.png,1.2036,1.3451
40000lx_1600_100us_00,40000,1600,100,0,07.png,1.2117,1.3577
40000lx_1600_100us_00,40000,1600,100,0,08.png,1.2157,1.3934
40000lx_1600_100us_00,40000,1600,100,0,09.png,1.2110,1.3759
40000lx_1600_100us_00,40000,1600,100,0,10.png,1.2059,1.3634
40000lx_1600_100us_10,40000,1600,100,10,01.png,1.2518,1.3781
40000lx_1600_100us_10,40000,1600,100,10,02.png,1.1866,1.3763
40000lx_1600_100us_10,40000,1600,100,10,03.png,1.2167,1.3584
40000lx_1600_100us_10,40000,1600,100,10,04.png,1.2509,1.3478
40000lx_1600_100us_10,40000,1600,100,10,05.png,1.2235,1.3794
40000lx_1600_100us_10,40000,1600,100,10,06.png,1.2415,1.4156
40000lx_1600_100us_10,40000,1600,100,10,07.png,1.2369,1.3501
40000lx_1600_100us_10,40000,1600,100,10,08.png,1.2050,1.3649
40000lx_1600_100us_10,40000,1600,100,10,09.png,1.2209,1.3731
40000lx_1600_100us_10,40000,1600,100,10,10.png,1.2364,1.3677
40000lx_1600_100us_30,40000,1600,100,30,01.png,1.4084,1.3992
40000lx_1600_100us_30,40000,1600,100,30,02.png,1.3670,1.3664
40000lx_1600_100us_30,40000,1600,100,30,03.png,1.3893,1.3980
40000lx_1600_100us_30,40000,1600,100,30,04.png,1.4206,1.3939
40000lx_1600_100us_30,40000,1600,100,30,05.png,1.3721,1.4203
40000lx_1600_100us_30,40000,1600,100,30,06.png,1.4083,1.3769
40000lx_1600_100us_30,40000,1600,100,30,07.png,1.4274,1.4015
40000lx_1600_100us_30,40000,1600,100,30,08.png,1.4111,1.3825
40000lx_1600_100us_30,40000,1600,100,30,09.png,1.4111,1.3781
40000lx_1600_100us_30,40000,1600,100,30,10.png,1.4011,1.3812
40000lx_1600_100us_50,40000,1600,100,50,01.png,1.6539,1.4001
40000lx_1600_100us_50,40000,1600,100,50,02.png,1.6612,1.4470
40000lx_1600_100us_50,40000,1600,100,50,03.png,1.6246,1.4067
40000lx_1600_100us_50,40000,1600,100,50,04.png,1.6642,1.4298
40000lx_1600_100us_50,40000,1600,100,50,05.png,1.6811,1.4481
40000lx_1600_100us_50,40000,1600,100,50,06.png,1.6372,1.4113
40000lx_1600_100us_50,40000,1600,100,50,07.png,1.6537,1.4176
40000lx_1600_100us_50,40000,1600,100,50,08.png,1.6334,1.4188
40000lx_1600_100us_50,40000,1600,100,50,09.png,1.6521,1.4352
40000lx_1600_100us_50,40000,1600,100,50,10.png,1.6446,1.4265
40000lx_1600_100us_70,40000,1600,100,70,01.png,1.9386,1.4457
40000lx_1600_100us_70,40000,1600,100,70,02.png,1.9651,1.4617
40000lx_1600_100us_70,40000,1600,100,70,03.png,1.9568,1.4434
40000lx_1600_100us_70,40000,1600,100,70,04.png,1.9553,1.4560
40000lx_1600_100us_70,40000,1600,100,70,05.png,1.9610,1.4506
40000lx_1600_100us_70,40000,1600,100,70,06.png,1.9409,1.4554
40000lx_1600_100us_70,40000,1600,100,70,07.png,1.9468,1.4960
40000lx_1600_100us_70,40000,1600,100,70,08.png,1.9073,1.4404
40000lx_1600_100us_70,40000,1600,100,70,09.png,1.9466,1.4679
40000lx_1600_100us_70,40000,1600,100,70,10.png,1.9483,1.4583
40000lx_1600_100us_90,40000,1600,100,90,01.png,2.2476,1.4930
40000lx_1600_100us_90,40000,1600,100,90,02.png,2.2286,1.5055
40000lx_1600_100us_90,40000,1600,100,90,03.png,2.2080,1.5136
40000lx_1600_100us_90,40000,1600,100,90,04.png,2.2571,1.4902
40000lx_1600_100us_90,40000,1600,100,90,05.png,2.2404,1.4956
40000lx_1600_100us_90,40000,1600,100,90,06.png,2.2505,1.4919
40000lx_1600_100us_90,40000,1600,100,90,07.png,2.2025,1.5250
40000lx_1600_100us_90,40000,1600,100,90,08.png,2.1661,1.5238
40000lx_1600_100us_90,40000,1600,100,90,09.png,2.2408,1.5007
40000lx_1600_100us_90,40000,1600,100,90,10.png,2.1628,1.5146
